売上年月日,社員番号,社員名,役職,部門番号,部門名,担当エリア,顧客番号,顧客名,売上金額
2013-10-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29669,Famous Bike Sales and Service,2748.51
2013-10-30,277,Jillian Carson,Sales Representative,010,Sales,Central,30081,The Cycle Store,149.874
2013-10-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29498,Metropolitan Sales and Rental,37.254
2013-10-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29966,Larger Cycle Shop,36682.5594
2013-10-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29551,Fourth Bike Store,35538.9074
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,30065,Immediate Repair Shop,30500.112
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29694,Professional Sporting Goods,602.346
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,30096,Classic Cycle Store,2783.988
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29647,Casual Bicycle Store,28194.27
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29820,Mountain Bike Store,23752.416
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29811,Trusted Catalog Store,1544.97
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29844,Seventh Bike Store,35379.504
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29533,Small Cycle Store,10127.724
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,29658,Grand Discount Store,18775.686
2013-11-30,277,Jillian Carson,Sales Representative,010,Sales,Central,30109,Exhilarating Cycles,13804.8356
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29955,Catalog Store,14478.162
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30054,Grown-up Bike Store,8511.906
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29509,Retail Sales and Service,1663.434
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29828,Traditional Department Stores,880.812
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29961,Exotic Bikes,48.588
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29633,Riverside Company,4142.052
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29765,Blue Bicycle Company,1530.798
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29724,Lease-a-Bike Shop,19702.746
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30009,Guaranteed Sales and Service,17628.69
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30014,Small Bike Accessories Shop,21200.016
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29619,Mechanical Sports Center,108.564
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30085,Bike Products and Accessories,218.454
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29684,Grand Sport Boutique,9903.456
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29517,Novelty Bikes,404.226
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29675,Wholesale Bikes,1458.888
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29996,Fashionable Department Stores,24019.3814
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29947,Wheelsets Storehouse,9878.13
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29752,Expert Sports Store,41.994
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29688,Handy Bike Services,41.994
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30060,Executive Gift Store,78.588
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29731,Super Sports Store,3856.848
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30002,Endurance Bikes,356.898
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29543,Bike Boutique,27078.936
2013-12-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29590,Metro Bike Works,338.994
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29592,Painters Bicycle Specialists,11710.422
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29501,Purchase Mart,2428.476
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29528,Work and Play Association,39291.336
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29801,Incomparable Bicycle Store,12551.022
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29891,"Fabrikam Inc., West",29588.1083
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29707,Sales and Supply Company,14525.8788
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29966,Larger Cycle Shop,19176.834
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29701,Outdoor Equipment Store,53476.7219
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29551,Fourth Bike Store,28094.532
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29916,Glossy Bikes,63645.6604
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29838,Recreation Systems,225.87
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29669,Famous Bike Sales and Service,1403.922
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29581,Modern Bike Store,65.988
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29498,Metropolitan Sales and Rental,1466.01
2014-01-29,277,Jillian Carson,Sales Representative,010,Sales,Central,29487,The Bike Mechanics,439.866
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,30065,Immediate Repair Shop,39790.2022
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29844,Seventh Bike Store,32467.1531
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29820,Mountain Bike Store,26440.572
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29811,Trusted Catalog Store,592.746
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29647,Casual Bicycle Store,31600.5181
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,30096,Classic Cycle Store,1074.264
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29658,Grand Discount Store,41944.4472
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,30109,Exhilarating Cycles,31154.4749
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29533,Small Cycle Store,8344.098
2014-03-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29694,Professional Sporting Goods,802.398
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29955,Catalog Store,32184.0288
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29961,Exotic Bikes,356.898
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29684,Grand Sport Boutique,4006.4015
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30091,Active Transport Inc.,72.162
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30060,Executive Gift Store,577.47
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29996,Fashionable Department Stores,30980.0885
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29724,Lease-a-Bike Shop,35047.644
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30009,Guaranteed Sales and Service,11012.327
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30014,Small Bike Accessories Shop,11951.688
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30085,Bike Products and Accessories,963.216
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30054,Grown-up Bike Store,1755.0912
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29828,Traditional Department Stores,3438.279
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29517,Novelty Bikes,6078.402
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29509,Retail Sales and Service,2780.778
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29675,Wholesale Bikes,964.722
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29633,Riverside Company,5306.6375
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29752,Expert Sports Store,2057.2464
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29731,Super Sports Store,6042.18
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,30002,Endurance Bikes,356.898
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29947,Wheelsets Storehouse,17765.0361
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29619,Mechanical Sports Center,331.152
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29543,Bike Boutique,35536.668
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29590,Metro Bike Works,37.254
2014-03-31,277,Jillian Carson,Sales Representative,010,Sales,Central,29688,Handy Bike Services,203.3964
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29501,Purchase Mart,1117.392
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29528,Work and Play Association,30163.638
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29891,"Fabrikam Inc., West",30435.5859
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29701,Outdoor Equipment Store,85393.7413
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29707,Sales and Supply Company,36712.7103
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29592,Painters Bicycle Specialists,7927.8006
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29801,Incomparable Bicycle Store,4480.614
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29916,Glossy Bikes,70205.79
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29669,Famous Bike Sales and Service,2108.634
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29498,Metropolitan Sales and Rental,48.594
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29838,Recreation Systems,713.796
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29487,The Bike Mechanics,490.434
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29551,Fourth Bike Store,34063.824
2014-05-01,277,Jillian Carson,Sales Representative,010,Sales,Central,29966,Larger Cycle Shop,34123.6677
2011-05-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,7793.1108
2011-05-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,1316.0575
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29548,First-Rate Outlet,919.5201
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,908.8209
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,10993.3516
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,15479.55
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,2082.6748
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,75191.9599
2011-07-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,50948.9161
2011-08-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,1362.3067
2011-08-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,3814.3435
2011-08-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29755,Quick Delivery Service,4079.988
2011-08-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,32444.904
2011-08-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,27666.4493
2011-08-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,7802.8815
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30058,Plastic Parts Company,4049.988
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29548,First-Rate Outlet,603.3971
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,3389.6981
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,15432.4643
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,16506.1424
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30010,Recommended Bicycles,419.4589
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,85982.4771
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,1450.8898
2011-10-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,68958.1569
2011-10-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,10393.2366
2011-10-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,5821.11
2011-10-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29755,Quick Delivery Service,4102.788
2011-10-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,12455.2805
2011-12-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,22233.0559
2011-12-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,5488.8419
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29548,First-Rate Outlet,838.9178
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,3775.1301
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,12755.8756
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,6112.4089
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,51062.3928
2012-01-01,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,38693.8697
2012-01-29,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,7274.3061
2012-01-29,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,8965.933
2012-01-29,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,69240.3932
2012-02-29,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,29308.0387
2012-02-29,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,9867.9984
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30058,Plastic Parts Company,6074.982
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,3016.4884
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29548,First-Rate Outlet,2175.8024
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,21702.0775
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30010,Recommended Bicycles,874.794
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,22124.54
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,65160.8033
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,714.7043
2012-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,50778.1623
2012-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,5664.5243
2012-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,3914.9363
2012-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29755,Quick Delivery Service,3847.1761
2012-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,6223.3905
2012-05-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30098,Large Bike Shop,24.2945
2012-05-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,6386.6474
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30058,Plastic Parts Company,24.2945
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,6821.1093
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,27892.4053
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29627,Bikes and Motorbikes,63095.428
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,57381.4301
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29503,Family's Favorite Bike Shop,1242.8518
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29601,Custom Accessories Company,58234.6192
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29699,Neighborhood Store,39885.5733
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,340.9898
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29544,Finer Cycle Shop,19544.0309
2012-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,52063.3585
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30037,Famous Bike Shop,8057.6592
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29971,Reliable Retail Center,2443.283
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,231.1724
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29959,Cycle Merchants,602.7
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29530,Nice Bikes,4356.8575
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,7951.1594
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29822,Family Cycle Store,26509.1108
2012-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,39367.0149
2012-08-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,65.6018
2012-08-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,2960.1511
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30058,Plastic Parts Company,647.994
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,4940.797
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,23268.741
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29627,Bikes and Motorbikes,22534.867
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29503,Family's Favorite Bike Shop,4038.8509
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,31147.1853
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29601,Custom Accessories Company,47565.7446
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29699,Neighborhood Store,34718.3544
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29544,Finer Cycle Shop,8218.6358
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,1720.802
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,44241.9264
2012-09-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30016,Seats and Saddles Company,1229.4589
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30037,Famous Bike Shop,7971.9658
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29971,Reliable Retail Center,40.373
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29969,Tandem Sales and Service,44.994
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29959,Cycle Merchants,2451.1372
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29530,Nice Bikes,3457.9857
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,3839.7654
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29822,Family Cycle Store,26615.21
2012-10-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,36305.9355
2012-11-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30098,Large Bike Shop,33.7745
2012-11-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,2818.764
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,7046.91
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29766,General Riding Supplies,22.794
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29601,Custom Accessories Company,22577.6026
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29699,Neighborhood Store,6123.1246
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,418.512
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,10532.3468
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29544,Finer Cycle Shop,2641.2698
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29627,Bikes and Motorbikes,17060.9144
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,17494.4072
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,15161.9116
2012-12-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,20987.1856
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30037,Famous Bike Shop,2595.6818
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29959,Cycle Merchants,198.036
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,36476.2562
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29530,Nice Bikes,1376.4765
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,2348.97
2013-01-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29822,Family Cycle Store,25725.4118
2013-02-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,7907.5701
2013-02-28,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,183.9382
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,5219.0495
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29946,National Manufacturing,23863.0438
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29627,Bikes and Motorbikes,39485.6067
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29503,Family's Favorite Bike Shop,2504.5058
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,26154.5589
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29601,Custom Accessories Company,36530.6354
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29699,Neighborhood Store,31536.6745
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29515,Serious Cycles,894.24
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29544,Finer Cycle Shop,2993.1557
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,540.387
2013-03-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,44798.9579
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29971,Reliable Retail Center,94.367
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29530,Nice Bikes,1844.5036
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,6631.7072
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29822,Family Cycle Store,37150.2321
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29649,General Cycle Storehouse,28916.5984
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30037,Famous Bike Shop,5311.5351
2013-04-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29959,Cycle Merchants,784.2007
2013-05-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29671,Machines & Cycles Store,10686.736
2013-05-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29824,Superb Sales and Repair,672.294
2013-05-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29761,General Bike Corporation,5300.8981
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29539,Gasless Cycle Shop,5836.104
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29627,Bikes and Motorbikes,50300.616
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30093,Fasteners & Bolts Outlet,24026.606
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29503,Family's Favorite Bike Shop,461.694
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29789,Primary Bike Distributors,41563.506
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29601,Custom Accessories Company,55641.332
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30058,Plastic Parts Company,63.9
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29911,Consolidated Messenger,30005.918
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29705,Rewarding Activities Company,42829.6815
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29544,Finer Cycle Shop,9759.948
2013-06-30,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29830,General Department Stores,9850.086
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30087,Quick Parts and Service,24830.4239
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29557,Odometers and Accessories Company,61044.4562
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29959,Cycle Merchants,70.644
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29964,Grand Industries,34771.9097
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29577,Metal Processing Company,3676.914
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29822,Family Cycle Store,44411.3304
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30037,Famous Bike Shop,5942.0055
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,29881,Home Town Bike Store,370.794
2013-07-31,278,Garrett R Vargas,Sales Representative,010,Sales,Canada,30053,Top Bike Market,1878.2568
